ZIP,COUNTY,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
93515,06027,BISHOP,CA,1.000000000,1.000000000,1.000000000,1.000000000
93516,06029,BORON,CA,0.984164687,0.829059829,0.958333333,0.970797721
93516,06071,BORON,CA,0.015835313,0.170940171,0.041666667,0.029202279
93517,06051,BRIDGEPORT,CA,1.000000000,1.000000000,1.000000000,1.000000000
93518,06029,CALIENTE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93522,06027,DARWIN,CA,0.000000000,1.000000000,0.000000000,1.000000000
93523,06029,EDWARDS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93524,06029,EDWARDS,CA,0.000000000,1.000000000,1.000000000,1.000000000
93526,06027,INDEPENDENCE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93527,06029,INYOKERN,CA,0.787671233,1.000000000,0.285714286,0.785507246
93527,06107,INYOKERN,CA,0.185909980,0.000000000,0.714285714,0.188405797
93527,06027,INYOKERN,CA,0.026418787,0.000000000,0.000000000,0.026086957
93528,06029,JOHANNESBURG,CA,0.000000000,1.000000000,0.000000000,1.000000000
93529,06051,JUNE LAKE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93530,06027,KEELER,CA,1.000000000,1.000000000,0.000000000,1.000000000
93531,06029,KEENE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93532,06037,LAKE HUGHES,CA,1.000000000,1.000000000,1.000000000,1.000000000
93534,06037,LANCASTER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93535,06037,LANCASTER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93536,06037,LANCASTER,CA,0.998811259,1.000000000,1.000000000,0.998879532
93536,06029,LANCASTER,CA,0.001188741,0.000000000,0.000000000,0.001120468
93539,06037,LANCASTER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93541,06051,LEE VINING,CA,1.000000000,1.000000000,1.000000000,1.000000000
93543,06037,LITTLEROCK,CA,1.000000000,1.000000000,1.000000000,1.000000000
93544,06037,LLANO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93545,06027,LONE PINE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93546,06051,MAMMOTH LAKES,CA,0.999697428,0.982558140,1.000000000,0.998975147
93546,06027,MAMMOTH LAKES,CA,0.000302572,0.017441860,0.000000000,0.001024853
93549,06027,OLANCHA,CA,1.000000000,1.000000000,0.000000000,1.000000000
93550,06037,PALMDALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93551,06037,PALMDALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93552,06037,PALMDALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93553,06037,PEARBLOSSOM,CA,1.000000000,1.000000000,1.000000000,1.000000000
93554,06029,RANDSBURG,CA,0.000000000,1.000000000,0.000000000,1.000000000
93555,06029,RIDGECREST,CA,0.990365112,0.991334489,0.988853503,0.990322226
93555,06071,RIDGECREST,CA,0.009634888,0.008665511,0.011146497,0.009677774
93556,06029,RIDGECREST,CA,1.000000000,1.000000000,1.000000000,1.000000000
93560,06029,ROSAMOND,CA,0.998223137,0.992565056,1.000000000,0.998119964
93560,06037,ROSAMOND,CA,0.001776863,0.007434944,0.000000000,0.001880036
93561,06029,TEHACHAPI,CA,1.000000000,1.000000000,1.000000000,1.000000000
93562,06071,TRONA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93563,06037,VALYERMO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93581,06029,TEHACHAPI,CA,1.000000000,1.000000000,1.000000000,1.000000000
93584,06037,LANCASTER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93586,06037,LANCASTER,CA,1.000000000,0.000000000,1.000000000,1.000000000
93590,06037,PALMDALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93591,06037,PALMDALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93592,06071,TRONA,CA,1.000000000,0.000000000,1.000000000,1.000000000
93599,06037,PALMDALE,CA,0.000000000,0.000000000,1.000000000,1.000000000
93601,06039,AHWAHNEE,CA,0.973730298,1.000000000,1.000000000,0.974431818
93601,06043,AHWAHNEE,CA,0.026269702,0.000000000,0.000000000,0.025568182
93602,06019,AUBERRY,CA,0.996192893,1.000000000,1.000000000,0.996319018
93602,06039,AUBERRY,CA,0.003807107,0.000000000,0.000000000,0.003680982
93603,06019,BADGER,CA,0.046511628,0.000000000,0.000000000,0.042328042
93603,06107,BADGER,CA,0.953488372,1.000000000,1.000000000,0.957671958
93604,06039,BASS LAKE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93605,06019,BIG CREEK,CA,1.000000000,0.000000000,1.000000000,1.000000000
93606,06019,BIOLA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93608,06019,CANTUA CREEK,CA,1.000000000,1.000000000,1.000000000,1.000000000
93609,06019,CARUTHERS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93610,06047,CHOWCHILLA,CA,0.010188792,0.008988764,0.006944444,0.010050943
93610,06039,CHOWCHILLA,CA,0.989811208,0.991011236,0.993055556,0.989949057
93611,06019,CLOVIS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93612,06019,CLOVIS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93613,06019,CLOVIS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93614,06039,COARSEGOLD,CA,1.000000000,1.000000000,1.000000000,1.000000000
93615,06107,CUTLER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93616,06019,DEL REY,CA,1.000000000,1.000000000,1.000000000,1.000000000
93618,06019,DINUBA,CA,0.010231402,0.005625879,0.000000000,0.009578875
93618,06107,DINUBA,CA,0.989768598,0.994374121,1.000000000,0.990421125
93619,06019,CLOVIS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93620,06047,DOS PALOS,CA,0.936754508,0.981481481,0.941176471,0.939307851
93620,06039,DOS PALOS,CA,0.001941748,0.004629630,0.000000000,0.002066116
93620,06019,DOS PALOS,CA,0.061303745,0.013888889,0.058823529,0.058626033
93621,06019,DUNLAP,CA,1.000000000,1.000000000,1.000000000,1.000000000
93622,06019,FIREBAUGH,CA,0.949853229,0.968553459,0.890000000,0.949844652
93622,06047,FIREBAUGH,CA,0.004647750,0.006289308,0.000000000,0.004660453
93622,06039,FIREBAUGH,CA,0.045499022,0.025157233,0.110000000,0.045494896
93623,06043,FISH CAMP,CA,1.000000000,1.000000000,1.000000000,1.000000000
93624,06019,FIVE POINTS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93625,06019,FOWLER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93626,06039,FRIANT,CA,0.176229508,0.000000000,0.000000000,0.174089069
93626,06019,FRIANT,CA,0.823770492,1.000000000,1.000000000,0.825910931
93627,06019,HELM,CA,1.000000000,1.000000000,1.000000000,1.000000000
93628,06019,HUME,CA,1.000000000,1.000000000,1.000000000,1.000000000
93630,06039,KERMAN,CA,0.000278048,0.000000000,0.000000000,0.000254227
93630,06019,KERMAN,CA,0.999721952,1.000000000,1.000000000,0.999745773
93631,06031,KINGSBURG,CA,0.038268156,0.015845070,0.016194332,0.035987461
93631,06019,KINGSBURG,CA,0.835893855,0.938380282,0.906882591,0.845391850
93631,06107,KINGSBURG,CA,0.125837989,0.045774648,0.076923077,0.118620690
93633,06107,KINGS CANYON NATIONAL PK,CA,1.000000000,1.000000000,0.000000000,1.000000000
93634,06019,LAKESHORE,CA,0.000000000,0.000000000,1.000000000,1.000000000
93635,06047,LOS BANOS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93636,06039,MADERA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93637,06039,MADERA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93638,06039,MADERA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93639,06039,MADERA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93640,06019,MENDOTA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93641,06019,MIRAMONTE,CA,0.996168582,1.000000000,1.000000000,0.996363636
93641,06107,MIRAMONTE,CA,0.003831418,0.000000000,0.000000000,0.003636364
93642,06019,MONO HOT SPRINGS,CA,0.000000000,0.000000000,1.000000000,1.000000000
93643,06039,NORTH FORK,CA,1.000000000,1.000000000,1.000000000,1.000000000
93644,06039,OAKHURST,CA,1.000000000,1.000000000,1.000000000,1.000000000
93645,06039,O NEALS,CA,1.000000000,1.000000000,0.000000000,1.000000000
93646,06107,ORANGE COVE,CA,0.037578288,0.022727273,0.000000000,0.035409421
93646,06019,ORANGE COVE,CA,0.962421712,0.977272727,1.000000000,0.964590579
93647,06107,OROSI,CA,0.997961957,1.000000000,1.000000000,0.998208955
93647,06019,OROSI,CA,0.002038043,0.000000000,0.000000000,0.001791045
93648,06019,PARLIER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93649,06019,PIEDRA,CA,0.000000000,0.000000000,1.000000000,1.000000000
93650,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93651,06019,PRATHER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93652,06019,RAISIN CITY,CA,1.000000000,1.000000000,0.000000000,1.000000000
93653,06039,RAYMOND,CA,0.905781585,1.000000000,1.000000000,0.906581741
93653,06043,RAYMOND,CA,0.094218415,0.000000000,0.000000000,0.093418259
93654,06019,REEDLEY,CA,0.978497478,0.976071785,0.984990619,0.978577549
93654,06107,REEDLEY,CA,0.021502522,0.023928215,0.015009381,0.021422451
93656,06031,RIVERDALE,CA,0.061452514,0.085106383,0.000000000,0.060532688
93656,06019,RIVERDALE,CA,0.938547486,0.914893617,1.000000000,0.939467312
93657,06019,SANGER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93660,06019,SAN JOAQUIN,CA,1.000000000,1.000000000,1.000000000,1.000000000
93661,06047,SANTA RITA PARK,CA,0.000000000,0.000000000,1.000000000,1.000000000
93662,06019,SELMA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93664,06019,SHAVER LAKE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93665,06047,SOUTH DOS PALOS,CA,0.000000000,0.000000000,1.000000000,1.000000000
93666,06107,SULTANA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93667,06019,TOLLHOUSE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93668,06019,TRANQUILLITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
93669,06039,WISHON,CA,1.000000000,1.000000000,1.000000000,1.000000000
93670,06107,YETTEM,CA,0.000000000,0.000000000,1.000000000,1.000000000
93673,06107,TRAVER,CA,1.000000000,1.000000000,1.000000000,1.000000000
93675,06019,SQUAW VALLEY,CA,0.999444444,1.000000000,1.000000000,0.999450549
93675,06107,SQUAW VALLEY,CA,0.000555556,0.000000000,0.000000000,0.000549451
93701,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93702,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93703,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93704,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93705,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93706,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93707,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93708,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93709,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93710,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93711,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93712,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93714,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93715,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93716,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93717,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93718,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93720,06019,FRESNO,CA,1.000000000,0.999506173,1.000000000,0.999957809
93720,06039,FRESNO,CA,0.000000000,0.000493827,0.000000000,0.000042191
93721,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93722,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93723,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93724,06019,FRESNO,CA,0.000000000,1.000000000,1.000000000,1.000000000
93725,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93726,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93727,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93728,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93729,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93730,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93737,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93740,06019,FRESNO,CA,0.000000000,1.000000000,0.000000000,1.000000000
93741,06019,FRESNO,CA,0.000000000,1.000000000,0.000000000,1.000000000
93744,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93745,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93747,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93750,06019,FRESNO,CA,0.000000000,1.000000000,0.000000000,1.000000000
93755,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93760,06019,FRESNO,CA,0.000000000,1.000000000,0.000000000,1.000000000
93761,06019,FRESNO,CA,0.000000000,1.000000000,0.000000000,1.000000000
93764,06019,FRESNO,CA,0.000000000,1.000000000,0.000000000,1.000000000
93765,06019,FRESNO,CA,0.000000000,1.000000000,0.000000000,1.000000000
93771,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93772,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93773,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93774,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93775,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93776,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93777,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93778,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93779,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93786,06019,FRESNO,CA,0.000000000,1.000000000,0.000000000,1.000000000
93790,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93791,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93792,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93793,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93794,06019,FRESNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
93844,06019,FRESNO,CA,0.000000000,1.000000000,0.000000000,1.000000000
93888,06019,FRESNO,CA,0.000000000,0.000000000,1.000000000,1.000000000
93901,06053,SALINAS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93902,06053,SALINAS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93905,06053,SALINAS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93906,06053,SALINAS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93907,06053,SALINAS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93908,06053,SALINAS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93912,06053,SALINAS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93915,06053,SALINAS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93920,06053,BIG SUR,CA,1.000000000,1.000000000,1.000000000,1.000000000
93921,06053,CARMEL BY THE SEA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93922,06053,CARMEL,CA,1.000000000,1.000000000,1.000000000,1.000000000
93923,06053,CARMEL,CA,1.000000000,1.000000000,1.000000000,1.000000000
93924,06053,CARMEL VALLEY,CA,1.000000000,1.000000000,1.000000000,1.000000000
93925,06069,CHUALAR,CA,0.003048780,0.000000000,0.000000000,0.002840909
93925,06053,CHUALAR,CA,0.996951220,1.000000000,1.000000000,0.997159091
93926,06053,GONZALES,CA,1.000000000,1.000000000,1.000000000,1.000000000
93927,06053,GREENFIELD,CA,1.000000000,1.000000000,1.000000000,1.000000000
93928,06053,JOLON,CA,0.000000000,1.000000000,0.000000000,1.000000000
93930,06053,KING CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
93932,06053,LOCKWOOD,CA,1.000000000,1.000000000,0.000000000,1.000000000
93933,06053,MARINA,CA,1.000000000,1.000000000,1.000000000,1.000000000
93940,06053,MONTEREY,CA,1.000000000,1.000000000,1.000000000,1.000000000
93942,06053,MONTEREY,CA,1.000000000,1.000000000,1.000000000,1.000000000
93943,06053,MONTEREY,CA,1.000000000,1.000000000,1.000000000,1.000000000
93944,06053,MONTEREY,CA,1.000000000,1.000000000,1.000000000,1.000000000
93950,06053,PACIFIC GROVE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93953,06053,PEBBLE BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
93954,06053,SAN LUCAS,CA,1.000000000,1.000000000,1.000000000,1.000000000
93955,06053,SEASIDE,CA,1.000000000,1.000000000,1.000000000,1.000000000
93960,06053,SOLEDAD,CA,1.000000000,1.000000000,1.000000000,1.000000000
93962,06053,SPRECKELS,CA,1.000000000,1.000000000,1.000000000,1.000000000
94002,06081,BELMONT,CA,1.000000000,1.000000000,1.000000000,1.000000000
94005,06081,BRISBANE,CA,1.000000000,1.000000000,1.000000000,1.000000000
94010,06081,BURLINGAME,CA,1.000000000,1.000000000,1.000000000,1.000000000
94011,06081,BURLINGAME,CA,1.000000000,1.000000000,1.000000000,1.000000000
94014,06081,DALY CITY,CA,0.998984840,1.000000000,1.000000000,0.999124956
94014,06075,DALY CITY,CA,0.001015160,0.000000000,0.000000000,0.000875044
94015,06081,DALY CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
94017,06081,DALY CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
94018,06081,EL GRANADA,CA,1.000000000,1.000000000,1.000000000,1.000000000
94019,06081,HALF MOON BAY,CA,1.000000000,1.000000000,1.000000000,1.000000000
94020,06085,LA HONDA,CA,0.010683761,0.000000000,0.000000000,0.010395010
94020,06081,LA HONDA,CA,0.989316239,1.000000000,1.000000000,0.989604990
94021,06081,LOMA MAR,CA,1.000000000,1.000000000,1.000000000,1.000000000
94022,06085,LOS ALTOS,CA,1.000000000,1.000000000,1.000000000,1.000000000
94023,06085,LOS ALTOS,CA,1.000000000,1.000000000,1.000000000,1.000000000
94024,06085,LOS ALTOS,CA,1.000000000,1.000000000,1.000000000,1.000000000
94025,06081,MENLO PARK,CA,1.000000000,1.000000000,1.000000000,1.000000000
94026,06081,MENLO PARK,CA,1.000000000,1.000000000,1.000000000,1.000000000
94027,06081,ATHERTON,CA,1.000000000,1.000000000,1.000000000,1.000000000
94028,06085,PORTOLA VALLEY,CA,0.019417476,0.022900763,0.003717472,0.018305285
94028,06081,PORTOLA VALLEY,CA,0.980582524,0.977099237,0.996282528,0.981694715
94030,06081,MILLBRAE,CA,1.000000000,1.000000000,1.000000000,1.000000000
94035,06085,MOUNTAIN VIEW,CA,1.000000000,1.000000000,1.000000000,1.000000000
94037,06081,MONTARA,CA,1.000000000,1.000000000,1.000000000,1.000000000
94038,06081,MOSS BEACH,CA,1.000000000,1.000000000,1.000000000,1.000000000
94039,06085,MOUNTAIN VIEW,CA,1.000000000,1.000000000,1.000000000,1.000000000
94040,06085,MOUNTAIN VIEW,CA,1.000000000,1.000000000,1.000000000,1.000000000
94041,06085,MOUNTAIN VIEW,CA,1.000000000,1.000000000,1.000000000,1.000000000
94042,06085,MOUNTAIN VIEW,CA,1.000000000,1.000000000,1.000000000,1.000000000
94043,06085,MOUNTAIN VIEW,CA,1.000000000,1.000000000,1.000000000,1.000000000
94044,06081,PACIFICA,CA,1.000000000,1.000000000,1.000000000,1.000000000
94060,06087,PESCADERO,CA,0.034146341,0.052631579,0.000000000,0.030651341
94060,06081,PESCADERO,CA,0.965853659,0.947368421,1.000000000,0.969348659
94061,06081,REDWOOD CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
94062,06081,REDWOOD CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
94063,06081,REDWOOD CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
94064,06081,REDWOOD CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
94065,06081,REDWOOD CITY,CA,1.000000000,1.000000000,1.000000000,1.000000000
94066,06081,SAN BRUNO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94070,06081,SAN CARLOS,CA,1.000000000,1.000000000,1.000000000,1.000000000
94074,06081,SAN GREGORIO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94080,06081,SOUTH SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94083,06081,SOUTH SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94085,06085,SUNNYVALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
94086,06085,SUNNYVALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
94087,06085,SUNNYVALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
94088,06085,SUNNYVALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
94089,06085,SUNNYVALE,CA,1.000000000,1.000000000,1.000000000,1.000000000
94102,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94103,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94104,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94105,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94107,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94108,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94109,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94110,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94111,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94112,06075,SAN FRANCISCO,CA,1.000000000,0.996533795,1.000000000,0.999836695
94112,06081,SAN FRANCISCO,CA,0.000000000,0.003466205,0.000000000,0.000163305
94114,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94115,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94116,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94117,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94118,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94119,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94121,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94122,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94123,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94124,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94125,06081,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94126,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94127,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94128,06081,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94129,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94130,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94131,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94132,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94133,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94134,06081,SAN FRANCISCO,CA,0.003943706,0.003378378,0.007782101,0.003991002
94134,06075,SAN FRANCISCO,CA,0.996056294,0.996621622,0.992217899,0.996008998
94140,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94141,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94143,06075,SAN FRANCISCO,CA,0.000000000,1.000000000,0.000000000,1.000000000
94146,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94147,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94158,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94159,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94164,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94188,06075,SAN FRANCISCO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94301,06085,PALO ALTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94302,06085,PALO ALTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94303,06081,PALO ALTO,CA,0.504850088,0.203346203,0.570886076,0.481997805
94303,06085,PALO ALTO,CA,0.495149912,0.796653797,0.429113924,0.518002195
94304,06085,PALO ALTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94305,06085,STANFORD,CA,1.000000000,1.000000000,1.000000000,1.000000000
94306,06085,PALO ALTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94309,06085,PALO ALTO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94401,06081,SAN MATEO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94402,06081,SAN MATEO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94403,06081,SAN MATEO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94404,06081,SAN MATEO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94497,06081,SAN MATEO,CA,0.000000000,1.000000000,0.000000000,1.000000000
94501,06001,ALAMEDA,CA,1.000000000,1.000000000,1.000000000,1.000000000
94502,06001,ALAMEDA,CA,1.000000000,1.000000000,1.000000000,1.000000000
94503,06095,AMERICAN CANYON,CA,0.004422944,0.002227171,0.000000000,0.004221028
94503,06055,AMERICAN CANYON,CA,0.995577056,0.997772829,1.000000000,0.995778972
94505,06001,DISCOVERY BAY,CA,0.009332167,0.004424779,0.166666667,0.009839753
94505,06013,DISCOVERY BAY,CA,0.990667833,0.995575221,0.833333333,0.990160247
94506,06013,DANVILLE,CA,1.000000000,1.000000000,1.000000000,1.000000000
94507,06013,ALAMO,CA,1.000000000,1.000000000,1.000000000,1.000000000
94508,06055,ANGWIN,CA,1.000000000,1.000000000,1.000000000,1.000000000
94509,06013,ANTIOCH,CA,1.000000000,1.000000000,1.000000000,1.000000000
94510,06095,BENICIA,CA,1.000000000,1.000000000,1.000000000,1.000000000
94511,06013,BETHEL ISLAND,CA,1.000000000,1.000000000,1.000000000,1.000000000
94512,06095,BIRDS LANDING,CA,1.000000000,1.000000000,1.000000000,1.000000000
94513,06013,BRENTWOOD,CA,1.000000000,1.000000000,1.000000000,1.000000000
94514,06001,BYRON,CA,0.061281337,0.133333333,0.090909091,0.070422535
